primary_key,codes,Perm_crop,year,area_ha
80997,16J091103,Frutos frescos (excepto citrinos),1989,2
80998,16J091103,Frutos frescos (excepto citrinos),1999,1
80999,16J091103,Frutos frescos (excepto citrinos),2009,0
81000,16J091103,Frutos frescos (excepto citrinos),2019,
81001,16J091103,Citrinos,1989,
81002,16J091103,Citrinos,1999,
81003,16J091103,Citrinos,2009,
81004,16J091103,Citrinos,2019,
81005,16J091103,Frutos sub-tropicais,1989,
81006,16J091103,Frutos sub-tropicais,1999,
81007,16J091103,Frutos sub-tropicais,2009,
81008,16J091103,Frutos sub-tropicais,2019,
81009,16J091103,Frutos de casca rija,1989,
81010,16J091103,Frutos de casca rija,1999,1
81011,16J091103,Frutos de casca rija,2009,
81012,16J091103,Frutos de casca rija,2019,
81013,16J091103,Olival,1989,
81014,16J091103,Olival,1999,
81015,16J091103,Olival,2009,
81016,16J091103,Olival,2019,0
81017,16J091103,Vinha,1989,15
81018,16J091103,Vinha,1999,10
81019,16J091103,Vinha,2009,5
81020,16J091103,Vinha,2019,4
81021,16J091103,Outras culturas permanentes,1989,
81022,16J091103,Outras culturas permanentes,1999,5
81023,16J091103,Outras culturas permanentes,2009,
81024,16J091103,Outras culturas permanentes,2019,2
81025,16J091102,Total,1989,15
81026,16J091102,Total,1999,4
81027,16J091102,Total,2009,2
81028,16J091102,Total,2019,8
81029,16J091102,Frutos frescos (excepto citrinos),1989,3
81030,16J091102,Frutos frescos (excepto citrinos),1999,1
81031,16J091102,Frutos frescos (excepto citrinos),2009,1
81032,16J091102,Frutos frescos (excepto citrinos),2019,0
81033,16J091102,Citrinos,1989,
81034,16J091102,Citrinos,1999,
81035,16J091102,Citrinos,2009,
81036,16J091102,Citrinos,2019,
81037,16J091102,Frutos sub-tropicais,1989,
81038,16J091102,Frutos sub-tropicais,1999,
81039,16J091102,Frutos sub-tropicais,2009,
81040,16J091102,Frutos sub-tropicais,2019,
81041,16J091102,Frutos de casca rija,1989,7
81042,16J091102,Frutos de casca rija,1999,3
81043,16J091102,Frutos de casca rija,2009,1
81044,16J091102,Frutos de casca rija,2019,7
81045,16J091102,Olival,1989,
81046,16J091102,Olival,1999,
81047,16J091102,Olival,2009,
81048,16J091102,Olival,2019,
81049,16J091102,Vinha,1989,5
81050,16J091102,Vinha,1999,0
81051,16J091102,Vinha,2009,
81052,16J091102,Vinha,2019,
81053,16J091102,Outras culturas permanentes,1989,
81054,16J091102,Outras culturas permanentes,1999,
81055,16J091102,Outras culturas permanentes,2009,
81056,16J091102,Outras culturas permanentes,2019,
81057,16J091106,Total,1989,13
81058,16J091106,Total,1999,7
81059,16J091106,Total,2009,1
81060,16J091106,Total,2019,4
81061,16J091106,Frutos frescos (excepto citrinos),1989,0
81062,16J091106,Frutos frescos (excepto citrinos),1999,
81063,16J091106,Frutos frescos (excepto citrinos),2009,
81064,16J091106,Frutos frescos (excepto citrinos),2019,
81065,16J091106,Citrinos,1989,
81066,16J091106,Citrinos,1999,
81067,16J091106,Citrinos,2009,
81068,16J091106,Citrinos,2019,
81069,16J091106,Frutos sub-tropicais,1989,
81070,16J091106,Frutos sub-tropicais,1999,
81071,16J091106,Frutos sub-tropicais,2009,
81072,16J091106,Frutos sub-tropicais,2019,
81073,16J091106,Frutos de casca rija,1989,3
81074,16J091106,Frutos de casca rija,1999,1
81075,16J091106,Frutos de casca rija,2009,1
81076,16J091106,Frutos de casca rija,2019,3
81077,16J091106,Olival,1989,
81078,16J091106,Olival,1999,
81079,16J091106,Olival,2009,
81080,16J091106,Olival,2019,
81081,16J091106,Vinha,1989,10
81082,16J091106,Vinha,1999,6
81083,16J091106,Vinha,2009,1
81084,16J091106,Vinha,2019,1
81085,16J091106,Outras culturas permanentes,1989,
81086,16J091106,Outras culturas permanentes,1999,
81087,16J091106,Outras culturas permanentes,2009,
81088,16J091106,Outras culturas permanentes,2019,
81089,16J091107,Total,1989,17
81090,16J091107,Total,1999,15
81091,16J091107,Total,2009,13
81092,16J091107,Total,2019,56
81093,16J091107,Frutos frescos (excepto citrinos),1989,1
81094,16J091107,Frutos frescos (excepto citrinos),1999,0
81095,16J091107,Frutos frescos (excepto citrinos),2009,1
81096,16J091107,Frutos frescos (excepto citrinos),2019,1
81097,16J091107,Citrinos,1989,
81098,16J091107,Citrinos,1999,
81099,16J091107,Citrinos,2009,0
81100,16J091107,Citrinos,2019,
81101,16J091107,Frutos sub-tropicais,1989,
81102,16J091107,Frutos sub-tropicais,1999,
81103,16J091107,Frutos sub-tropicais,2009,
81104,16J091107,Frutos sub-tropicais,2019,
81105,16J091107,Frutos de casca rija,1989,2
81106,16J091107,Frutos de casca rija,1999,1
81107,16J091107,Frutos de casca rija,2009,4
81108,16J091107,Frutos de casca rija,2019,47
81109,16J091107,Olival,1989,
81110,16J091107,Olival,1999,
81111,16J091107,Olival,2009,
81112,16J091107,Olival,2019,1
81113,16J091107,Vinha,1989,15
81114,16J091107,Vinha,1999,14
81115,16J091107,Vinha,2009,9
81116,16J091107,Vinha,2019,6
81117,16J091107,Outras culturas permanentes,1989,
81118,16J091107,Outras culturas permanentes,1999,
81119,16J091107,Outras culturas permanentes,2009,
81120,16J091107,Outras culturas permanentes,2019,1
81121,16J091109,Total,1989,12
81122,16J091109,Total,1999,14
81123,16J091109,Total,2009,3
81124,16J091109,Total,2019,8
81125,16J091109,Frutos frescos (excepto citrinos),1989,
81126,16J091109,Frutos frescos (excepto citrinos),1999,0
81127,16J091109,Frutos frescos (excepto citrinos),2009,
81128,16J091109,Frutos frescos (excepto citrinos),2019,2
81129,16J091109,Citrinos,1989,
81130,16J091109,Citrinos,1999,
81131,16J091109,Citrinos,2009,
81132,16J091109,Citrinos,2019,
81133,16J091109,Frutos sub-tropicais,1989,
81134,16J091109,Frutos sub-tropicais,1999,
81135,16J091109,Frutos sub-tropicais,2009,
81136,16J091109,Frutos sub-tropicais,2019,
81137,16J091109,Frutos de casca rija,1989,
81138,16J091109,Frutos de casca rija,1999,1
81139,16J091109,Frutos de casca rija,2009,0
81140,16J091109,Frutos de casca rija,2019,4
81141,16J091109,Olival,1989,
81142,16J091109,Olival,1999,
81143,16J091109,Olival,2009,
81144,16J091109,Olival,2019,
81145,16J091109,Vinha,1989,12
81146,16J091109,Vinha,1999,6
81147,16J091109,Vinha,2009,3
81148,16J091109,Vinha,2019,3
81149,16J091109,Outras culturas permanentes,1989,
81150,16J091109,Outras culturas permanentes,1999,7
81151,16J091109,Outras culturas permanentes,2009,
81152,16J091109,Outras culturas permanentes,2019,
81153,16J091110,Total,1989,273
81154,16J091110,Total,1999,102
81155,16J091110,Total,2009,102
81156,16J091110,Total,2019,76
81157,16J091110,Frutos frescos (excepto citrinos),1989,78
81158,16J091110,Frutos frescos (excepto citrinos),1999,21
81159,16J091110,Frutos frescos (excepto citrinos),2009,17
81160,16J091110,Frutos frescos (excepto citrinos),2019,3
81161,16J091110,Citrinos,1989,
81162,16J091110,Citrinos,1999,
81163,16J091110,Citrinos,2009,0
81164,16J091110,Citrinos,2019,
81165,16J091110,Frutos sub-tropicais,1989,
81166,16J091110,Frutos sub-tropicais,1999,
81167,16J091110,Frutos sub-tropicais,2009,
81168,16J091110,Frutos sub-tropicais,2019,
81169,16J091110,Frutos de casca rija,1989,6
81170,16J091110,Frutos de casca rija,1999,
81171,16J091110,Frutos de casca rija,2009,
81172,16J091110,Frutos de casca rija,2019,3
81173,16J091110,Olival,1989,123
81174,16J091110,Olival,1999,56
81175,16J091110,Olival,2009,63
81176,16J091110,Olival,2019,56
81177,16J091110,Vinha,1989,67
81178,16J091110,Vinha,1999,24
81179,16J091110,Vinha,2009,23
81180,16J091110,Vinha,2019,14
81181,16J091110,Outras culturas permanentes,1989,
81182,16J091110,Outras culturas permanentes,1999,
81183,16J091110,Outras culturas permanentes,2009,
81184,16J091110,Outras culturas permanentes,2019,
81185,16J091111,Total,1989,15
81186,16J091111,Total,1999,22
81187,16J091111,Total,2009,5
81188,16J091111,Total,2019,6
81189,16J091111,Frutos frescos (excepto citrinos),1989,
81190,16J091111,Frutos frescos (excepto citrinos),1999,0
81191,16J091111,Frutos frescos (excepto citrinos),2009,
81192,16J091111,Frutos frescos (excepto citrinos),2019,
81193,16J091111,Citrinos,1989,
81194,16J091111,Citrinos,1999,
81195,16J091111,Citrinos,2009,
81196,16J091111,Citrinos,2019,
81197,16J091111,Frutos sub-tropicais,1989,
81198,16J091111,Frutos sub-tropicais,1999,
81199,16J091111,Frutos sub-tropicais,2009,
81200,16J091111,Frutos sub-tropicais,2019,
81201,16J091111,Frutos de casca rija,1989,
81202,16J091111,Frutos de casca rija,1999,
81203,16J091111,Frutos de casca rija,2009,
81204,16J091111,Frutos de casca rija,2019,
81205,16J091111,Olival,1989,
81206,16J091111,Olival,1999,
81207,16J091111,Olival,2009,
81208,16J091111,Olival,2019,
81209,16J091111,Vinha,1989,15
81210,16J091111,Vinha,1999,22
81211,16J091111,Vinha,2009,5
81212,16J091111,Vinha,2019,6
81213,16J091111,Outras culturas permanentes,1989,
81214,16J091111,Outras culturas permanentes,1999,
81215,16J091111,Outras culturas permanentes,2009,
81216,16J091111,Outras culturas permanentes,2019,
81217,16J091112,Total,1989,248
81218,16J091112,Total,1999,229
81219,16J091112,Total,2009,128
81220,16J091112,Total,2019,314
81221,16J091112,Frutos frescos (excepto citrinos),1989,109
81222,16J091112,Frutos frescos (excepto citrinos),1999,60
81223,16J091112,Frutos frescos (excepto citrinos),2009,40
81224,16J091112,Frutos frescos (excepto citrinos),2019,87
81225,16J091112,Citrinos,1989,
81226,16J091112,Citrinos,1999,
81227,16J091112,Citrinos,2009,
81228,16J091112,Citrinos,2019,0
81229,16J091112,Frutos sub-tropicais,1989,1
81230,16J091112,Frutos sub-tropicais,1999,
81231,16J091112,Frutos sub-tropicais,2009,
81232,16J091112,Frutos sub-tropicais,2019,
81233,16J091112,Frutos de casca rija,1989,2
81234,16J091112,Frutos de casca rija,1999,2
81235,16J091112,Frutos de casca rija,2009,0
81236,16J091112,Frutos de casca rija,2019,118
81237,16J091112,Olival,1989,75
81238,16J091112,Olival,1999,105
81239,16J091112,Olival,2009,69
81240,16J091112,Olival,2019,94
81241,16J091112,Vinha,1989,62
81242,16J091112,Vinha,1999,61
81243,16J091112,Vinha,2009,19
81244,16J091112,Vinha,2019,14
81245,16J091112,Outras culturas permanentes,1989,
81246,16J091112,Outras culturas permanentes,1999,
81247,16J091112,Outras culturas permanentes,2009,
81248,16J091112,Outras culturas permanentes,2019,
81249,16J091113,Total,1989,34
81250,16J091113,Total,1999,26
81251,16J091113,Total,2009,26
81252,16J091113,Total,2019,17
81253,16J091113,Frutos frescos (excepto citrinos),1989,3
81254,16J091113,Frutos frescos (excepto citrinos),1999,2
81255,16J091113,Frutos frescos (excepto citrinos),2009,1
81256,16J091113,Frutos frescos (excepto citrinos),2019,3
81257,16J091113,Citrinos,1989,
81258,16J091113,Citrinos,1999,
81259,16J091113,Citrinos,2009,
81260,16J091113,Citrinos,2019,
81261,16J091113,Frutos sub-tropicais,1989,
81262,16J091113,Frutos sub-tropicais,1999,
81263,16J091113,Frutos sub-tropicais,2009,
81264,16J091113,Frutos sub-tropicais,2019,0
81265,16J091113,Frutos de casca rija,1989,3
81266,16J091113,Frutos de casca rija,1999,2
81267,16J091113,Frutos de casca rija,2009,1
81268,16J091113,Frutos de casca rija,2019,4
81269,16J091113,Olival,1989,
81270,16J091113,Olival,1999,
81271,16J091113,Olival,2009,6
81272,16J091113,Olival,2019,0
81273,16J091113,Vinha,1989,28
81274,16J091113,Vinha,1999,22
81275,16J091113,Vinha,2009,18
81276,16J091113,Vinha,2019,10
81277,16J091113,Outras culturas permanentes,1989,
81278,16J091113,Outras culturas permanentes,1999,
81279,16J091113,Outras culturas permanentes,2009,
81280,16J091113,Outras culturas permanentes,2019,
81281,16J091114,Total,1989,82
81282,16J091114,Total,1999,77
81283,16J091114,Total,2009,19
81284,16J091114,Total,2019,170
81285,16J091114,Frutos frescos (excepto citrinos),1989,6
81286,16J091114,Frutos frescos (excepto citrinos),1999,
81287,16J091114,Frutos frescos (excepto citrinos),2009,
81288,16J091114,Frutos frescos (excepto citrinos),2019,1
81289,16J091114,Citrinos,1989,
81290,16J091114,Citrinos,1999,
81291,16J091114,Citrinos,2009,
81292,16J091114,Citrinos,2019,
81293,16J091114,Frutos sub-tropicais,1989,
81294,16J091114,Frutos sub-tropicais,1999,
81295,16J091114,Frutos sub-tropicais,2009,
81296,16J091114,Frutos sub-tropicais,2019,
81297,16J091114,Frutos de casca rija,1989,68
81298,16J091114,Frutos de casca rija,1999,76
81299,16J091114,Frutos de casca rija,2009,19
81300,16J091114,Frutos de casca rija,2019,166
81301,16J091114,Olival,1989,
81302,16J091114,Olival,1999,
81303,16J091114,Olival,2009,
81304,16J091114,Olival,2019,0
81305,16J091114,Vinha,1989,8
81306,16J091114,Vinha,1999,2
81307,16J091114,Vinha,2009,
81308,16J091114,Vinha,2019,3
81309,16J091114,Outras culturas permanentes,1989,
81310,16J091114,Outras culturas permanentes,1999,
81311,16J091114,Outras culturas permanentes,2009,
81312,16J091114,Outras culturas permanentes,2019,
81313,16J091118,Total,1989,6
81314,16J091118,Total,1999,9
81315,16J091118,Total,2009,2
81316,16J091118,Total,2019,5
81317,16J091118,Frutos frescos (excepto citrinos),1989,0
81318,16J091118,Frutos frescos (excepto citrinos),1999,1
81319,16J091118,Frutos frescos (excepto citrinos),2009,
81320,16J091118,Frutos frescos (excepto citrinos),2019,
81321,16J091118,Citrinos,1989,
81322,16J091118,Citrinos,1999,
81323,16J091118,Citrinos,2009,
81324,16J091118,Citrinos,2019,
81325,16J091118,Frutos sub-tropicais,1989,
81326,16J091118,Frutos sub-tropicais,1999,
81327,16J091118,Frutos sub-tropicais,2009,
81328,16J091118,Frutos sub-tropicais,2019,
81329,16J091118,Frutos de casca rija,1989,
81330,16J091118,Frutos de casca rija,1999,1
81331,16J091118,Frutos de casca rija,2009,2
81332,16J091118,Frutos de casca rija,2019,1
81333,16J091118,Olival,1989,3
81334,16J091118,Olival,1999,6
81335,16J091118,Olival,2009,
81336,16J091118,Olival,2019,4
81337,16J091118,Vinha,1989,2
81338,16J091118,Vinha,1999,1
81339,16J091118,Vinha,2009,
81340,16J091118,Vinha,2019,
81341,16J091118,Outras culturas permanentes,1989,
81342,16J091118,Outras culturas permanentes,1999,
81343,16J091118,Outras culturas permanentes,2009,
81344,16J091118,Outras culturas permanentes,2019,
81345,16J091120,Total,1989,49
81346,16J091120,Total,1999,27
81347,16J091120,Total,2009,15
81348,16J091120,Total,2019,15
81349,16J091120,Frutos frescos (excepto citrinos),1989,6
81350,16J091120,Frutos frescos (excepto citrinos),1999,1
81351,16J091120,Frutos frescos (excepto citrinos),2009,0
81352,16J091120,Frutos frescos (excepto citrinos),2019,1
81353,16J091120,Citrinos,1989,
81354,16J091120,Citrinos,1999,
81355,16J091120,Citrinos,2009,
81356,16J091120,Citrinos,2019,
81357,16J091120,Frutos sub-tropicais,1989,
81358,16J091120,Frutos sub-tropicais,1999,
81359,16J091120,Frutos sub-tropicais,2009,
81360,16J091120,Frutos sub-tropicais,2019,
81361,16J091120,Frutos de casca rija,1989,4
81362,16J091120,Frutos de casca rija,1999,1
81363,16J091120,Frutos de casca rija,2009,1
81364,16J091120,Frutos de casca rija,2019,6
81365,16J091120,Olival,1989,
81366,16J091120,Olival,1999,
81367,16J091120,Olival,2009,
81368,16J091120,Olival,2019,
81369,16J091120,Vinha,1989,40
81370,16J091120,Vinha,1999,25
81371,16J091120,Vinha,2009,13
81372,16J091120,Vinha,2019,7
81373,16J091120,Outras culturas permanentes,1989,
81374,16J091120,Outras culturas permanentes,1999,
81375,16J091120,Outras culturas permanentes,2009,
81376,16J091120,Outras culturas permanentes,2019,
81377,16J091123,Total,1989,10
81378,16J091123,Total,1999,15
81379,16J091123,Total,2009,38
81380,16J091123,Total,2019,21
81381,16J091123,Frutos frescos (excepto citrinos),1989,1
81382,16J091123,Frutos frescos (excepto citrinos),1999,0
81383,16J091123,Frutos frescos (excepto citrinos),2009,1
81384,16J091123,Frutos frescos (excepto citrinos),2019,
81385,16J091123,Citrinos,1989,
81386,16J091123,Citrinos,1999,
81387,16J091123,Citrinos,2009,0
81388,16J091123,Citrinos,2019,
81389,16J091123,Frutos sub-tropicais,1989,
81390,16J091123,Frutos sub-tropicais,1999,
81391,16J091123,Frutos sub-tropicais,2009,
81392,16J091123,Frutos sub-tropicais,2019,
81393,16J091123,Frutos de casca rija,1989,
81394,16J091123,Frutos de casca rija,1999,10
81395,16J091123,Frutos de casca rija,2009,33
81396,16J091123,Frutos de casca rija,2019,18
81397,16J091123,Olival,1989,
81398,16J091123,Olival,1999,
81399,16J091123,Olival,2009,3
81400,16J091123,Olival,2019,3
81401,16J091123,Vinha,1989,9
81402,16J091123,Vinha,1999,5
81403,16J091123,Vinha,2009,1
81404,16J091123,Vinha,2019,0
81405,16J091123,Outras culturas permanentes,1989,
81406,16J091123,Outras culturas permanentes,1999,
81407,16J091123,Outras culturas permanentes,2009,
81408,16J091123,Outras culturas permanentes,2019,
81409,16J091124,Total,1989,2
81410,16J091124,Total,1999,3
81411,16J091124,Total,2009,
81412,16J091124,Total,2019,4
81413,16J091124,Frutos frescos (excepto citrinos),1989,
81414,16J091124,Frutos frescos (excepto citrinos),1999,1
81415,16J091124,Frutos frescos (excepto citrinos),2009,
81416,16J091124,Frutos frescos (excepto citrinos),2019,
81417,16J091124,Citrinos,1989,
81418,16J091124,Citrinos,1999,
81419,16J091124,Citrinos,2009,
81420,16J091124,Citrinos,2019,
81421,16J091124,Frutos sub-tropicais,1989,
81422,16J091124,Frutos sub-tropicais,1999,
81423,16J091124,Frutos sub-tropicais,2009,
81424,16J091124,Frutos sub-tropicais,2019,
81425,16J091124,Frutos de casca rija,1989,
81426,16J091124,Frutos de casca rija,1999,1
81427,16J091124,Frutos de casca rija,2009,
81428,16J091124,Frutos de casca rija,2019,3
81429,16J091124,Olival,1989,
81430,16J091124,Olival,1999,
81431,16J091124,Olival,2009,
81432,16J091124,Olival,2019,
81433,16J091124,Vinha,1989,2
81434,16J091124,Vinha,1999,1
81435,16J091124,Vinha,2009,
81436,16J091124,Vinha,2019,1
81437,16J091124,Outras culturas permanentes,1989,
81438,16J091124,Outras culturas permanentes,1999,
81439,16J091124,Outras culturas permanentes,2009,
81440,16J091124,Outras culturas permanentes,2019,
81441,16J091125,Total,1989,13
81442,16J091125,Total,1999,17
81443,16J091125,Total,2009,5
81444,16J091125,Total,2019,11
81445,16J091125,Frutos frescos (excepto citrinos),1989,0
81446,16J091125,Frutos frescos (excepto citrinos),1999,0
81447,16J091125,Frutos frescos (excepto citrinos),2009,
81448,16J091125,Frutos frescos (excepto citrinos),2019,0
81449,16J091125,Citrinos,1989,
81450,16J091125,Citrinos,1999,
81451,16J091125,Citrinos,2009,
81452,16J091125,Citrinos,2019,
81453,16J091125,Frutos sub-tropicais,1989,
81454,16J091125,Frutos sub-tropicais,1999,
81455,16J091125,Frutos sub-tropicais,2009,
81456,16J091125,Frutos sub-tropicais,2019,
81457,16J091125,Frutos de casca rija,1989,0
81458,16J091125,Frutos de casca rija,1999,3
81459,16J091125,Frutos de casca rija,2009,1
81460,16J091125,Frutos de casca rija,2019,5
81461,16J091125,Olival,1989,
81462,16J091125,Olival,1999,
81463,16J091125,Olival,2009,
81464,16J091125,Olival,2019,
81465,16J091125,Vinha,1989,12
81466,16J091125,Vinha,1999,13
81467,16J091125,Vinha,2009,4
81468,16J091125,Vinha,2019,6
81469,16J091125,Outras culturas permanentes,1989,
81470,16J091125,Outras culturas permanentes,1999,
81471,16J091125,Outras culturas permanentes,2009,
81472,16J091125,Outras culturas permanentes,2019,
81473,16J091126,Total,1989,21
81474,16J091126,Total,1999,17
81475,16J091126,Total,2009,8
81476,16J091126,Total,2019,3
81477,16J091126,Frutos frescos (excepto citrinos),1989,2
81478,16J091126,Frutos frescos (excepto citrinos),1999,0
81479,16J091126,Frutos frescos (excepto citrinos),2009,0
81480,16J091126,Frutos frescos (excepto citrinos),2019,0
81481,16J091126,Citrinos,1989,
81482,16J091126,Citrinos,1999,
81483,16J091126,Citrinos,2009,
81484,16J091126,Citrinos,2019,
81485,16J091126,Frutos sub-tropicais,1989,
81486,16J091126,Frutos sub-tropicais,1999,
81487,16J091126,Frutos sub-tropicais,2009,
81488,16J091126,Frutos sub-tropicais,2019,
81489,16J091126,Frutos de casca rija,1989,
81490,16J091126,Frutos de casca rija,1999,0
81491,16J091126,Frutos de casca rija,2009,
81492,16J091126,Frutos de casca rija,2019,1
81493,16J091126,Olival,1989,
81494,16J091126,Olival,1999,
81495,16J091126,Olival,2009,
81496,16J091126,Olival,2019,
81497,16J091126,Vinha,1989,19
81498,16J091126,Vinha,1999,16
81499,16J091126,Vinha,2009,8
81500,16J091126,Vinha,2019,2
81501,16J091126,Outras culturas permanentes,1989,
81502,16J091126,Outras culturas permanentes,1999,
81503,16J091126,Outras culturas permanentes,2009,
81504,16J091126,Outras culturas permanentes,2019,
81505,16J091127,Total,1989,42
81506,16J091127,Total,1999,16
81507,16J091127,Total,2009,9
81508,16J091127,Total,2019,9
81509,16J091127,Frutos frescos (excepto citrinos),1989,0
81510,16J091127,Frutos frescos (excepto citrinos),1999,0
81511,16J091127,Frutos frescos (excepto citrinos),2009,
81512,16J091127,Frutos frescos (excepto citrinos),2019,1
81513,16J091127,Citrinos,1989,
81514,16J091127,Citrinos,1999,
81515,16J091127,Citrinos,2009,
81516,16J091127,Citrinos,2019,
81517,16J091127,Frutos sub-tropicais,1989,
81518,16J091127,Frutos sub-tropicais,1999,
81519,16J091127,Frutos sub-tropicais,2009,
81520,16J091127,Frutos sub-tropicais,2019,
81521,16J091127,Frutos de casca rija,1989,0
81522,16J091127,Frutos de casca rija,1999,1
81523,16J091127,Frutos de casca rija,2009,1
81524,16J091127,Frutos de casca rija,2019,4
81525,16J091127,Olival,1989,
81526,16J091127,Olival,1999,
81527,16J091127,Olival,2009,1
81528,16J091127,Olival,2019,0
81529,16J091127,Vinha,1989,42
81530,16J091127,Vinha,1999,15
81531,16J091127,Vinha,2009,7
81532,16J091127,Vinha,2019,4
81533,16J091127,Outras culturas permanentes,1989,
81534,16J091127,Outras culturas permanentes,1999,
81535,16J091127,Outras culturas permanentes,2009,
81536,16J091127,Outras culturas permanentes,2019,
81537,16J091133,Total,1989,80
81538,16J091133,Total,1999,73
81539,16J091133,Total,2009,72
81540,16J091133,Total,2019,59
81541,16J091133,Frutos frescos (excepto citrinos),1989,7
81542,16J091133,Frutos frescos (excepto citrinos),1999,3
81543,16J091133,Frutos frescos (excepto citrinos),2009,2
81544,16J091133,Frutos frescos (excepto citrinos),2019,5
81545,16J091133,Citrinos,1989,
81546,16J091133,Citrinos,1999,0
81547,16J091133,Citrinos,2009,0
81548,16J091133,Citrinos,2019,1
81549,16J091133,Frutos sub-tropicais,1989,
81550,16J091133,Frutos sub-tropicais,1999,
81551,16J091133,Frutos sub-tropicais,2009,
81552,16J091133,Frutos sub-tropicais,2019,
81553,16J091133,Frutos de casca rija,1989,1
81554,16J091133,Frutos de casca rija,1999,9
81555,16J091133,Frutos de casca rija,2009,9
81556,16J091133,Frutos de casca rija,2019,8
81557,16J091133,Olival,1989,50
81558,16J091133,Olival,1999,33
81559,16J091133,Olival,2009,42
81560,16J091133,Olival,2019,42
81561,16J091133,Vinha,1989,21
81562,16J091133,Vinha,1999,27
81563,16J091133,Vinha,2009,18
81564,16J091133,Vinha,2019,4
81565,16J091133,Outras culturas permanentes,1989,
81566,16J091133,Outras culturas permanentes,1999,
81567,16J091133,Outras culturas permanentes,2009,
81568,16J091133,Outras culturas permanentes,2019,0
81569,16J091134,Total,1989,102
81570,16J091134,Total,1999,118
81571,16J091134,Total,2009,30
81572,16J091134,Total,2019,69
81573,16J091134,Frutos frescos (excepto citrinos),1989,11
81574,16J091134,Frutos frescos (excepto citrinos),1999,4
81575,16J091134,Frutos frescos (excepto citrinos),2009,
81576,16J091134,Frutos frescos (excepto citrinos),2019,2
81577,16J091134,Citrinos,1989,
81578,16J091134,Citrinos,1999,
81579,16J091134,Citrinos,2009,
81580,16J091134,Citrinos,2019,
81581,16J091134,Frutos sub-tropicais,1989,
81582,16J091134,Frutos sub-tropicais,1999,
81583,16J091134,Frutos sub-tropicais,2009,
81584,16J091134,Frutos sub-tropicais,2019,
81585,16J091134,Frutos de casca rija,1989,91
81586,16J091134,Frutos de casca rija,1999,102
81587,16J091134,Frutos de casca rija,2009,30
81588,16J091134,Frutos de casca rija,2019,65
81589,16J091134,Olival,1989,
81590,16J091134,Olival,1999,4
81591,16J091134,Olival,2009,
81592,16J091134,Olival,2019,2
81593,16J091134,Vinha,1989,
81594,16J091134,Vinha,1999,7
81595,16J091134,Vinha,2009,
81596,16J091134,Vinha,2019,1
81597,16J091134,Outras culturas permanentes,1989,
81598,16J091134,Outras culturas permanentes,1999,
81599,16J091134,Outras culturas permanentes,2009,
81600,16J091134,Outras culturas permanentes,2019,
81601,16J091141,Total,1989,65
81602,16J091141,Total,1999,54
81603,16J091141,Total,2009,27
81604,16J091141,Total,2019,17
81605,16J091141,Frutos frescos (excepto citrinos),1989,3
81606,16J091141,Frutos frescos (excepto citrinos),1999,2
81607,16J091141,Frutos frescos (excepto citrinos),2009,1
81608,16J091141,Frutos frescos (excepto citrinos),2019,1
81609,16J091141,Citrinos,1989,
81610,16J091141,Citrinos,1999,
81611,16J091141,Citrinos,2009,
81612,16J091141,Citrinos,2019,
81613,16J091141,Frutos sub-tropicais,1989,
81614,16J091141,Frutos sub-tropicais,1999,
81615,16J091141,Frutos sub-tropicais,2009,
81616,16J091141,Frutos sub-tropicais,2019,0
81617,16J091141,Frutos de casca rija,1989,
81618,16J091141,Frutos de casca rija,1999,0
81619,16J091141,Frutos de casca rija,2009,0
81620,16J091141,Frutos de casca rija,2019,2
81621,16J091141,Olival,1989,
81622,16J091141,Olival,1999,0
81623,16J091141,Olival,2009,0
81624,16J091141,Olival,2019,0
81625,16J091141,Vinha,1989,62
81626,16J091141,Vinha,1999,52
81627,16J091141,Vinha,2009,26
81628,16J091141,Vinha,2019,13
81629,16J091141,Outras culturas permanentes,1989,
81630,16J091141,Outras culturas permanentes,1999,0
81631,16J091141,Outras culturas permanentes,2009,
81632,16J091141,Outras culturas permanentes,2019,
81633,16J091142,Total,1989,4
81634,16J091142,Total,1999,1
81635,16J091142,Total,2009,3
81636,16J091142,Total,2019,4
81637,16J091142,Frutos frescos (excepto citrinos),1989,2
81638,16J091142,Frutos frescos (excepto citrinos),1999,0
81639,16J091142,Frutos frescos (excepto citrinos),2009,
81640,16J091142,Frutos frescos (excepto citrinos),2019,3
81641,16J091142,Citrinos,1989,
81642,16J091142,Citrinos,1999,
81643,16J091142,Citrinos,2009,
81644,16J091142,Citrinos,2019,
81645,16J091142,Frutos sub-tropicais,1989,
81646,16J091142,Frutos sub-tropicais,1999,
81647,16J091142,Frutos sub-tropicais,2009,
81648,16J091142,Frutos sub-tropicais,2019,
81649,16J091142,Frutos de casca rija,1989,0
81650,16J091142,Frutos de casca rija,1999,
81651,16J091142,Frutos de casca rija,2009,3
81652,16J091142,Frutos de casca rija,2019,1
81653,16J091142,Olival,1989,
81654,16J091142,Olival,1999,
81655,16J091142,Olival,2009,
81656,16J091142,Olival,2019,
81657,16J091142,Vinha,1989,2
81658,16J091142,Vinha,1999,0
81659,16J091142,Vinha,2009,
81660,16J091142,Vinha,2019,
81661,16J091142,Outras culturas permanentes,1989,
81662,16J091142,Outras culturas permanentes,1999,
81663,16J091142,Outras culturas permanentes,2009,
81664,16J091142,Outras culturas permanentes,2019,
81665,16J091143,Total,1989,66
