primary_key,codes,Perm_crop,year,area_ha
4678,111160717,Frutos frescos (excepto citrinos),1999,0
4679,111160717,Frutos frescos (excepto citrinos),2009,0
4680,111160717,Frutos frescos (excepto citrinos),2019,0
4681,111160717,Citrinos,1989,1
4682,111160717,Citrinos,1999,0
4683,111160717,Citrinos,2009,0
4684,111160717,Citrinos,2019,0
4685,111160717,Frutos sub-tropicais,1989,
4686,111160717,Frutos sub-tropicais,1999,
4687,111160717,Frutos sub-tropicais,2009,
4688,111160717,Frutos sub-tropicais,2019,
4689,111160717,Frutos de casca rija,1989,1
4690,111160717,Frutos de casca rija,1999,1
4691,111160717,Frutos de casca rija,2009,
4692,111160717,Frutos de casca rija,2019,13
4693,111160717,Olival,1989,4
4694,111160717,Olival,1999,0
4695,111160717,Olival,2009,7
4696,111160717,Olival,2019,4
4697,111160717,Vinha,1989,29
4698,111160717,Vinha,1999,34
4699,111160717,Vinha,2009,35
4700,111160717,Vinha,2019,66
4701,111160717,Outras culturas permanentes,1989,
4702,111160717,Outras culturas permanentes,1999,
4703,111160717,Outras culturas permanentes,2009,
4704,111160717,Outras culturas permanentes,2019,0
4705,111160718,Total,1989,80
4706,111160718,Total,1999,79
4707,111160718,Total,2009,79
4708,111160718,Total,2019,108
4709,111160718,Frutos frescos (excepto citrinos),1989,6
4710,111160718,Frutos frescos (excepto citrinos),1999,14
4711,111160718,Frutos frescos (excepto citrinos),2009,9
4712,111160718,Frutos frescos (excepto citrinos),2019,8
4713,111160718,Citrinos,1989,2
4714,111160718,Citrinos,1999,4
4715,111160718,Citrinos,2009,5
4716,111160718,Citrinos,2019,3
4717,111160718,Frutos sub-tropicais,1989,
4718,111160718,Frutos sub-tropicais,1999,1
4719,111160718,Frutos sub-tropicais,2009,2
4720,111160718,Frutos sub-tropicais,2019,1
4721,111160718,Frutos de casca rija,1989,0
4722,111160718,Frutos de casca rija,1999,2
4723,111160718,Frutos de casca rija,2009,16
4724,111160718,Frutos de casca rija,2019,29
4725,111160718,Olival,1989,3
4726,111160718,Olival,1999,4
4727,111160718,Olival,2009,2
4728,111160718,Olival,2019,7
4729,111160718,Vinha,1989,69
4730,111160718,Vinha,1999,56
4731,111160718,Vinha,2009,45
4732,111160718,Vinha,2019,60
4733,111160718,Outras culturas permanentes,1989,
4734,111160718,Outras culturas permanentes,1999,
4735,111160718,Outras culturas permanentes,2009,
4736,111160718,Outras culturas permanentes,2019,
4737,111160719,Total,1989,29
4738,111160719,Total,1999,30
4739,111160719,Total,2009,16
4740,111160719,Total,2019,39
4741,111160719,Frutos frescos (excepto citrinos),1989,1
4742,111160719,Frutos frescos (excepto citrinos),1999,
4743,111160719,Frutos frescos (excepto citrinos),2009,0
4744,111160719,Frutos frescos (excepto citrinos),2019,2
4745,111160719,Citrinos,1989,1
4746,111160719,Citrinos,1999,0
4747,111160719,Citrinos,2009,
4748,111160719,Citrinos,2019,0
4749,111160719,Frutos sub-tropicais,1989,2
4750,111160719,Frutos sub-tropicais,1999,2
4751,111160719,Frutos sub-tropicais,2009,
4752,111160719,Frutos sub-tropicais,2019,
4753,111160719,Frutos de casca rija,1989,0
4754,111160719,Frutos de casca rija,1999,
4755,111160719,Frutos de casca rija,2009,2
4756,111160719,Frutos de casca rija,2019,1
4757,111160719,Olival,1989,7
4758,111160719,Olival,1999,0
4759,111160719,Olival,2009,0
4760,111160719,Olival,2019,7
4761,111160719,Vinha,1989,18
4762,111160719,Vinha,1999,28
4763,111160719,Vinha,2009,14
4764,111160719,Vinha,2019,28
4765,111160719,Outras culturas permanentes,1989,
4766,111160719,Outras culturas permanentes,1999,
4767,111160719,Outras culturas permanentes,2009,
4768,111160719,Outras culturas permanentes,2019,0
4769,111160721,Total,1989,36
4770,111160721,Total,1999,36
4771,111160721,Total,2009,20
4772,111160721,Total,2019,25
4773,111160721,Frutos frescos (excepto citrinos),1989,
4774,111160721,Frutos frescos (excepto citrinos),1999,0
4775,111160721,Frutos frescos (excepto citrinos),2009,1
4776,111160721,Frutos frescos (excepto citrinos),2019,0
4777,111160721,Citrinos,1989,
4778,111160721,Citrinos,1999,0
4779,111160721,Citrinos,2009,1
4780,111160721,Citrinos,2019,
4781,111160721,Frutos sub-tropicais,1989,0
4782,111160721,Frutos sub-tropicais,1999,0
4783,111160721,Frutos sub-tropicais,2009,0
4784,111160721,Frutos sub-tropicais,2019,1
4785,111160721,Frutos de casca rija,1989,
4786,111160721,Frutos de casca rija,1999,
4787,111160721,Frutos de casca rija,2009,0
4788,111160721,Frutos de casca rija,2019,0
4789,111160721,Olival,1989,1
4790,111160721,Olival,1999,0
4791,111160721,Olival,2009,3
4792,111160721,Olival,2019,1
4793,111160721,Vinha,1989,35
4794,111160721,Vinha,1999,35
4795,111160721,Vinha,2009,16
4796,111160721,Vinha,2019,23
4797,111160721,Outras culturas permanentes,1989,
4798,111160721,Outras culturas permanentes,1999,
4799,111160721,Outras culturas permanentes,2009,
4800,111160721,Outras culturas permanentes,2019,
4801,111160758,Total,1989,120
4802,111160758,Total,1999,88
4803,111160758,Total,2009,82
4804,111160758,Total,2019,89
4805,111160758,Frutos frescos (excepto citrinos),1989,12
4806,111160758,Frutos frescos (excepto citrinos),1999,4
4807,111160758,Frutos frescos (excepto citrinos),2009,5
4808,111160758,Frutos frescos (excepto citrinos),2019,8
4809,111160758,Citrinos,1989,14
4810,111160758,Citrinos,1999,
4811,111160758,Citrinos,2009,2
4812,111160758,Citrinos,2019,1
4813,111160758,Frutos sub-tropicais,1989,
4814,111160758,Frutos sub-tropicais,1999,1
4815,111160758,Frutos sub-tropicais,2009,5
4816,111160758,Frutos sub-tropicais,2019,1
4817,111160758,Frutos de casca rija,1989,6
4818,111160758,Frutos de casca rija,1999,6
4819,111160758,Frutos de casca rija,2009,14
4820,111160758,Frutos de casca rija,2019,11
4821,111160758,Olival,1989,28
4822,111160758,Olival,1999,3
4823,111160758,Olival,2009,5
4824,111160758,Olival,2019,5
4825,111160758,Vinha,1989,60
4826,111160758,Vinha,1999,73
4827,111160758,Vinha,2009,50
4828,111160758,Vinha,2019,61
4829,111160758,Outras culturas permanentes,1989,
4830,111160758,Outras culturas permanentes,1999,
4831,111160758,Outras culturas permanentes,2009,
4832,111160758,Outras culturas permanentes,2019,2
4833,111160724,Total,1989,27
4834,111160724,Total,1999,18
4835,111160724,Total,2009,12
4836,111160724,Total,2019,15
4837,111160724,Frutos frescos (excepto citrinos),1989,1
4838,111160724,Frutos frescos (excepto citrinos),1999,0
4839,111160724,Frutos frescos (excepto citrinos),2009,0
4840,111160724,Frutos frescos (excepto citrinos),2019,2
4841,111160724,Citrinos,1989,
4842,111160724,Citrinos,1999,
4843,111160724,Citrinos,2009,0
4844,111160724,Citrinos,2019,1
4845,111160724,Frutos sub-tropicais,1989,
4846,111160724,Frutos sub-tropicais,1999,2
4847,111160724,Frutos sub-tropicais,2009,
4848,111160724,Frutos sub-tropicais,2019,0
4849,111160724,Frutos de casca rija,1989,
4850,111160724,Frutos de casca rija,1999,1
4851,111160724,Frutos de casca rija,2009,0
4852,111160724,Frutos de casca rija,2019,1
4853,111160724,Olival,1989,2
4854,111160724,Olival,1999,0
4855,111160724,Olival,2009,2
4856,111160724,Olival,2019,1
4857,111160724,Vinha,1989,24
4858,111160724,Vinha,1999,15
4859,111160724,Vinha,2009,10
4860,111160724,Vinha,2019,11
4861,111160724,Outras culturas permanentes,1989,
4862,111160724,Outras culturas permanentes,1999,
4863,111160724,Outras culturas permanentes,2009,
4864,111160724,Outras culturas permanentes,2019,
4865,111160726,Total,1989,48
4866,111160726,Total,1999,50
4867,111160726,Total,2009,38
4868,111160726,Total,2019,52
4869,111160726,Frutos frescos (excepto citrinos),1989,2
4870,111160726,Frutos frescos (excepto citrinos),1999,0
4871,111160726,Frutos frescos (excepto citrinos),2009,1
4872,111160726,Frutos frescos (excepto citrinos),2019,10
4873,111160726,Citrinos,1989,1
4874,111160726,Citrinos,1999,0
4875,111160726,Citrinos,2009,1
4876,111160726,Citrinos,2019,1
4877,111160726,Frutos sub-tropicais,1989,0
4878,111160726,Frutos sub-tropicais,1999,
4879,111160726,Frutos sub-tropicais,2009,0
4880,111160726,Frutos sub-tropicais,2019,0
4881,111160726,Frutos de casca rija,1989,0
4882,111160726,Frutos de casca rija,1999,2
4883,111160726,Frutos de casca rija,2009,3
4884,111160726,Frutos de casca rija,2019,9
4885,111160726,Olival,1989,7
4886,111160726,Olival,1999,1
4887,111160726,Olival,2009,4
4888,111160726,Olival,2019,1
4889,111160726,Vinha,1989,39
4890,111160726,Vinha,1999,47
4891,111160726,Vinha,2009,29
4892,111160726,Vinha,2019,32
4893,111160726,Outras culturas permanentes,1989,
4894,111160726,Outras culturas permanentes,1999,
4895,111160726,Outras culturas permanentes,2009,
4896,111160726,Outras culturas permanentes,2019,
4897,111160727,Total,1989,30
4898,111160727,Total,1999,34
4899,111160727,Total,2009,42
4900,111160727,Total,2019,27
4901,111160727,Frutos frescos (excepto citrinos),1989,4
4902,111160727,Frutos frescos (excepto citrinos),1999,1
4903,111160727,Frutos frescos (excepto citrinos),2009,2
4904,111160727,Frutos frescos (excepto citrinos),2019,0
4905,111160727,Citrinos,1989,1
4906,111160727,Citrinos,1999,1
4907,111160727,Citrinos,2009,1
4908,111160727,Citrinos,2019,0
4909,111160727,Frutos sub-tropicais,1989,
4910,111160727,Frutos sub-tropicais,1999,
4911,111160727,Frutos sub-tropicais,2009,
4912,111160727,Frutos sub-tropicais,2019,
4913,111160727,Frutos de casca rija,1989,1
4914,111160727,Frutos de casca rija,1999,1
4915,111160727,Frutos de casca rija,2009,6
4916,111160727,Frutos de casca rija,2019,1
4917,111160727,Olival,1989,3
4918,111160727,Olival,1999,2
4919,111160727,Olival,2009,4
4920,111160727,Olival,2019,2
4921,111160727,Vinha,1989,21
4922,111160727,Vinha,1999,30
4923,111160727,Vinha,2009,29
4924,111160727,Vinha,2019,24
4925,111160727,Outras culturas permanentes,1989,
4926,111160727,Outras culturas permanentes,1999,
4927,111160727,Outras culturas permanentes,2009,
4928,111160727,Outras culturas permanentes,2019,
4929,111160728,Total,1989,61
4930,111160728,Total,1999,57
4931,111160728,Total,2009,36
4932,111160728,Total,2019,54
4933,111160728,Frutos frescos (excepto citrinos),1989,
4934,111160728,Frutos frescos (excepto citrinos),1999,0
4935,111160728,Frutos frescos (excepto citrinos),2009,0
4936,111160728,Frutos frescos (excepto citrinos),2019,0
4937,111160728,Citrinos,1989,1
4938,111160728,Citrinos,1999,1
4939,111160728,Citrinos,2009,1
4940,111160728,Citrinos,2019,0
4941,111160728,Frutos sub-tropicais,1989,1
4942,111160728,Frutos sub-tropicais,1999,1
4943,111160728,Frutos sub-tropicais,2009,
4944,111160728,Frutos sub-tropicais,2019,
4945,111160728,Frutos de casca rija,1989,0
4946,111160728,Frutos de casca rija,1999,0
4947,111160728,Frutos de casca rija,2009,8
4948,111160728,Frutos de casca rija,2019,11
4949,111160728,Olival,1989,6
4950,111160728,Olival,1999,1
4951,111160728,Olival,2009,1
4952,111160728,Olival,2019,5
4953,111160728,Vinha,1989,53
4954,111160728,Vinha,1999,54
4955,111160728,Vinha,2009,26
4956,111160728,Vinha,2019,38
4957,111160728,Outras culturas permanentes,1989,
4958,111160728,Outras culturas permanentes,1999,
4959,111160728,Outras culturas permanentes,2009,
4960,111160728,Outras culturas permanentes,2019,
4961,111160729,Total,1989,14
4962,111160729,Total,1999,15
4963,111160729,Total,2009,11
4964,111160729,Total,2019,16
4965,111160729,Frutos frescos (excepto citrinos),1989,
4966,111160729,Frutos frescos (excepto citrinos),1999,0
4967,111160729,Frutos frescos (excepto citrinos),2009,0
4968,111160729,Frutos frescos (excepto citrinos),2019,0
4969,111160729,Citrinos,1989,
4970,111160729,Citrinos,1999,1
4971,111160729,Citrinos,2009,0
4972,111160729,Citrinos,2019,0
4973,111160729,Frutos sub-tropicais,1989,
4974,111160729,Frutos sub-tropicais,1999,
4975,111160729,Frutos sub-tropicais,2009,
4976,111160729,Frutos sub-tropicais,2019,
4977,111160729,Frutos de casca rija,1989,
4978,111160729,Frutos de casca rija,1999,0
4979,111160729,Frutos de casca rija,2009,0
4980,111160729,Frutos de casca rija,2019,2
4981,111160729,Olival,1989,1
4982,111160729,Olival,1999,0
4983,111160729,Olival,2009,0
4984,111160729,Olival,2019,1
4985,111160729,Vinha,1989,13
4986,111160729,Vinha,1999,14
4987,111160729,Vinha,2009,10
4988,111160729,Vinha,2019,12
4989,111160729,Outras culturas permanentes,1989,
4990,111160729,Outras culturas permanentes,1999,
4991,111160729,Outras culturas permanentes,2009,
4992,111160729,Outras culturas permanentes,2019,
4993,111160759,Total,1989,3
4994,111160759,Total,1999,7
4995,111160759,Total,2009,4
4996,111160759,Total,2019,3
4997,111160759,Frutos frescos (excepto citrinos),1989,
4998,111160759,Frutos frescos (excepto citrinos),1999,0
4999,111160759,Frutos frescos (excepto citrinos),2009,0
5000,111160759,Frutos frescos (excepto citrinos),2019,0
5001,111160759,Citrinos,1989,
5002,111160759,Citrinos,1999,0
5003,111160759,Citrinos,2009,0
5004,111160759,Citrinos,2019,0
5005,111160759,Frutos sub-tropicais,1989,
5006,111160759,Frutos sub-tropicais,1999,
5007,111160759,Frutos sub-tropicais,2009,
5008,111160759,Frutos sub-tropicais,2019,
5009,111160759,Frutos de casca rija,1989,
5010,111160759,Frutos de casca rija,1999,0
5011,111160759,Frutos de casca rija,2009,1
5012,111160759,Frutos de casca rija,2019,0
5013,111160759,Olival,1989,
5014,111160759,Olival,1999,0
5015,111160759,Olival,2009,0
5016,111160759,Olival,2019,1
5017,111160759,Vinha,1989,3
5018,111160759,Vinha,1999,7
5019,111160759,Vinha,2009,2
5020,111160759,Vinha,2019,2
5021,111160759,Outras culturas permanentes,1989,
5022,111160759,Outras culturas permanentes,1999,
5023,111160759,Outras culturas permanentes,2009,
5024,111160759,Outras culturas permanentes,2019,
5025,111160760,Total,1989,54
5026,111160760,Total,1999,47
5027,111160760,Total,2009,32
5028,111160760,Total,2019,47
5029,111160760,Frutos frescos (excepto citrinos),1989,1
5030,111160760,Frutos frescos (excepto citrinos),1999,1
5031,111160760,Frutos frescos (excepto citrinos),2009,2
5032,111160760,Frutos frescos (excepto citrinos),2019,3
5033,111160760,Citrinos,1989,1
5034,111160760,Citrinos,1999,1
5035,111160760,Citrinos,2009,0
5036,111160760,Citrinos,2019,1
5037,111160760,Frutos sub-tropicais,1989,
5038,111160760,Frutos sub-tropicais,1999,0
5039,111160760,Frutos sub-tropicais,2009,
5040,111160760,Frutos sub-tropicais,2019,0
5041,111160760,Frutos de casca rija,1989,
5042,111160760,Frutos de casca rija,1999,0
5043,111160760,Frutos de casca rija,2009,2
5044,111160760,Frutos de casca rija,2019,8
5045,111160760,Olival,1989,5
5046,111160760,Olival,1999,2
5047,111160760,Olival,2009,5
5048,111160760,Olival,2019,4
5049,111160760,Vinha,1989,47
5050,111160760,Vinha,1999,42
5051,111160760,Vinha,2009,22
5052,111160760,Vinha,2019,31
5053,111160760,Outras culturas permanentes,1989,
5054,111160760,Outras culturas permanentes,1999,
5055,111160760,Outras culturas permanentes,2009,
5056,111160760,Outras culturas permanentes,2019,
5057,111160734,Total,1989,46
5058,111160734,Total,1999,40
5059,111160734,Total,2009,23
5060,111160734,Total,2019,38
5061,111160734,Frutos frescos (excepto citrinos),1989,3
5062,111160734,Frutos frescos (excepto citrinos),1999,5
5063,111160734,Frutos frescos (excepto citrinos),2009,1
5064,111160734,Frutos frescos (excepto citrinos),2019,1
5065,111160734,Citrinos,1989,0
5066,111160734,Citrinos,1999,0
5067,111160734,Citrinos,2009,0
5068,111160734,Citrinos,2019,1
5069,111160734,Frutos sub-tropicais,1989,1
5070,111160734,Frutos sub-tropicais,1999,1
5071,111160734,Frutos sub-tropicais,2009,2
5072,111160734,Frutos sub-tropicais,2019,0
5073,111160734,Frutos de casca rija,1989,
5074,111160734,Frutos de casca rija,1999,0
5075,111160734,Frutos de casca rija,2009,
5076,111160734,Frutos de casca rija,2019,7
5077,111160734,Olival,1989,1
5078,111160734,Olival,1999,2
5079,111160734,Olival,2009,0
5080,111160734,Olival,2019,3
5081,111160734,Vinha,1989,41
5082,111160734,Vinha,1999,32
5083,111160734,Vinha,2009,20
5084,111160734,Vinha,2019,26
5085,111160734,Outras culturas permanentes,1989,
5086,111160734,Outras culturas permanentes,1999,
5087,111160734,Outras culturas permanentes,2009,
5088,111160734,Outras culturas permanentes,2019,
5089,111160744,Total,1989,32
5090,111160744,Total,1999,20
5091,111160744,Total,2009,15
5092,111160744,Total,2019,19
5093,111160744,Frutos frescos (excepto citrinos),1989,2
5094,111160744,Frutos frescos (excepto citrinos),1999,0
5095,111160744,Frutos frescos (excepto citrinos),2009,0
5096,111160744,Frutos frescos (excepto citrinos),2019,1
5097,111160744,Citrinos,1989,1
5098,111160744,Citrinos,1999,0
5099,111160744,Citrinos,2009,0
5100,111160744,Citrinos,2019,1
5101,111160744,Frutos sub-tropicais,1989,
5102,111160744,Frutos sub-tropicais,1999,
5103,111160744,Frutos sub-tropicais,2009,
5104,111160744,Frutos sub-tropicais,2019,
5105,111160744,Frutos de casca rija,1989,0
5106,111160744,Frutos de casca rija,1999,0
5107,111160744,Frutos de casca rija,2009,1
5108,111160744,Frutos de casca rija,2019,2
5109,111160744,Olival,1989,8
5110,111160744,Olival,1999,2
5111,111160744,Olival,2009,4
5112,111160744,Olival,2019,5
5113,111160744,Vinha,1989,21
5114,111160744,Vinha,1999,18
5115,111160744,Vinha,2009,10
5116,111160744,Vinha,2019,10
5117,111160744,Outras culturas permanentes,1989,
5118,111160744,Outras culturas permanentes,1999,
5119,111160744,Outras culturas permanentes,2009,
5120,111160744,Outras culturas permanentes,2019,
5121,111160747,Total,1989,68
5122,111160747,Total,1999,38
5123,111160747,Total,2009,30
5124,111160747,Total,2019,39
5125,111160747,Frutos frescos (excepto citrinos),1989,5
5126,111160747,Frutos frescos (excepto citrinos),1999,5
5127,111160747,Frutos frescos (excepto citrinos),2009,1
5128,111160747,Frutos frescos (excepto citrinos),2019,2
5129,111160747,Citrinos,1989,11
5130,111160747,Citrinos,1999,2
5131,111160747,Citrinos,2009,2
5132,111160747,Citrinos,2019,1
5133,111160747,Frutos sub-tropicais,1989,
5134,111160747,Frutos sub-tropicais,1999,3
5135,111160747,Frutos sub-tropicais,2009,3
5136,111160747,Frutos sub-tropicais,2019,2
5137,111160747,Frutos de casca rija,1989,2
5138,111160747,Frutos de casca rija,1999,2
5139,111160747,Frutos de casca rija,2009,3
5140,111160747,Frutos de casca rija,2019,9
5141,111160747,Olival,1989,25
5142,111160747,Olival,1999,1
5143,111160747,Olival,2009,4
5144,111160747,Olival,2019,4
5145,111160747,Vinha,1989,24
5146,111160747,Vinha,1999,25
5147,111160747,Vinha,2009,17
5148,111160747,Vinha,2019,20
5149,111160747,Outras culturas permanentes,1989,0
5150,111160747,Outras culturas permanentes,1999,
5151,111160747,Outras culturas permanentes,2009,
5152,111160747,Outras culturas permanentes,2019,
5153,111160737,Total,1989,154
5154,111160737,Total,1999,161
5155,111160737,Total,2009,144
5156,111160737,Total,2019,178
5157,111160737,Frutos frescos (excepto citrinos),1989,7
5158,111160737,Frutos frescos (excepto citrinos),1999,2
5159,111160737,Frutos frescos (excepto citrinos),2009,5
5160,111160737,Frutos frescos (excepto citrinos),2019,9
5161,111160737,Citrinos,1989,1
5162,111160737,Citrinos,1999,1
5163,111160737,Citrinos,2009,2
5164,111160737,Citrinos,2019,4
5165,111160737,Frutos sub-tropicais,1989,2
5166,111160737,Frutos sub-tropicais,1999,4
5167,111160737,Frutos sub-tropicais,2009,6
5168,111160737,Frutos sub-tropicais,2019,6
5169,111160737,Frutos de casca rija,1989,0
5170,111160737,Frutos de casca rija,1999,1
5171,111160737,Frutos de casca rija,2009,17
5172,111160737,Frutos de casca rija,2019,34
5173,111160737,Olival,1989,14
5174,111160737,Olival,1999,4
5175,111160737,Olival,2009,10
5176,111160737,Olival,2019,13
5177,111160737,Vinha,1989,130
5178,111160737,Vinha,1999,148
5179,111160737,Vinha,2009,105
5180,111160737,Vinha,2019,113
5181,111160737,Outras culturas permanentes,1989,
5182,111160737,Outras culturas permanentes,1999,
5183,111160737,Outras culturas permanentes,2009,
5184,111160737,Outras culturas permanentes,2019,
5185,111160739,Total,1989,67
5186,111160739,Total,1999,48
5187,111160739,Total,2009,44
5188,111160739,Total,2019,61
5189,111160739,Frutos frescos (excepto citrinos),1989,8
5190,111160739,Frutos frescos (excepto citrinos),1999,3
5191,111160739,Frutos frescos (excepto citrinos),2009,1
5192,111160739,Frutos frescos (excepto citrinos),2019,6
5193,111160739,Citrinos,1989,2
5194,111160739,Citrinos,1999,1
5195,111160739,Citrinos,2009,2
5196,111160739,Citrinos,2019,2
5197,111160739,Frutos sub-tropicais,1989,
5198,111160739,Frutos sub-tropicais,1999,
5199,111160739,Frutos sub-tropicais,2009,1
5200,111160739,Frutos sub-tropicais,2019,0
5201,111160739,Frutos de casca rija,1989,1
5202,111160739,Frutos de casca rija,1999,2
5203,111160739,Frutos de casca rija,2009,3
5204,111160739,Frutos de casca rija,2019,10
5205,111160739,Olival,1989,5
5206,111160739,Olival,1999,4
5207,111160739,Olival,2009,3
5208,111160739,Olival,2019,8
5209,111160739,Vinha,1989,51
5210,111160739,Vinha,1999,39
5211,111160739,Vinha,2009,33
5212,111160739,Vinha,2019,35
5213,111160739,Outras culturas permanentes,1989,
5214,111160739,Outras culturas permanentes,1999,
5215,111160739,Outras culturas permanentes,2009,
5216,111160739,Outras culturas permanentes,2019,
5217,111160740,Total,1989,24
5218,111160740,Total,1999,12
5219,111160740,Total,2009,14
5220,111160740,Total,2019,18
5221,111160740,Frutos frescos (excepto citrinos),1989,1
5222,111160740,Frutos frescos (excepto citrinos),1999,
5223,111160740,Frutos frescos (excepto citrinos),2009,0
5224,111160740,Frutos frescos (excepto citrinos),2019,2
5225,111160740,Citrinos,1989,2
5226,111160740,Citrinos,1999,
5227,111160740,Citrinos,2009,0
5228,111160740,Citrinos,2019,1
5229,111160740,Frutos sub-tropicais,1989,
5230,111160740,Frutos sub-tropicais,1999,
5231,111160740,Frutos sub-tropicais,2009,
5232,111160740,Frutos sub-tropicais,2019,
5233,111160740,Frutos de casca rija,1989,
5234,111160740,Frutos de casca rija,1999,
5235,111160740,Frutos de casca rija,2009,
5236,111160740,Frutos de casca rija,2019,4
5237,111160740,Olival,1989,6
5238,111160740,Olival,1999,0
5239,111160740,Olival,2009,2
5240,111160740,Olival,2019,1
5241,111160740,Vinha,1989,16
5242,111160740,Vinha,1999,11
5243,111160740,Vinha,2009,12
5244,111160740,Vinha,2019,9
5245,111160740,Outras culturas permanentes,1989,
5246,111160740,Outras culturas permanentes,1999,
5247,111160740,Outras culturas permanentes,2009,
5248,111160740,Outras culturas permanentes,2019,
5249,111160742,Total,1989,27
5250,111160742,Total,1999,23
5251,111160742,Total,2009,8
5252,111160742,Total,2019,16
5253,111160742,Frutos frescos (excepto citrinos),1989,3
5254,111160742,Frutos frescos (excepto citrinos),1999,
5255,111160742,Frutos frescos (excepto citrinos),2009,0
5256,111160742,Frutos frescos (excepto citrinos),2019,0
5257,111160742,Citrinos,1989,3
5258,111160742,Citrinos,1999,1
5259,111160742,Citrinos,2009,1
5260,111160742,Citrinos,2019,0
5261,111160742,Frutos sub-tropicais,1989,
5262,111160742,Frutos sub-tropicais,1999,0
5263,111160742,Frutos sub-tropicais,2009,
5264,111160742,Frutos sub-tropicais,2019,
5265,111160742,Frutos de casca rija,1989,
5266,111160742,Frutos de casca rija,1999,
5267,111160742,Frutos de casca rija,2009,1
5268,111160742,Frutos de casca rija,2019,0
5269,111160742,Olival,1989,2
5270,111160742,Olival,1999,
5271,111160742,Olival,2009,1
5272,111160742,Olival,2019,1
5273,111160742,Vinha,1989,20
5274,111160742,Vinha,1999,23
5275,111160742,Vinha,2009,6
5276,111160742,Vinha,2019,15
5277,111160742,Outras culturas permanentes,1989,
5278,111160742,Outras culturas permanentes,1999,
5279,111160742,Outras culturas permanentes,2009,
5280,111160742,Outras culturas permanentes,2019,
5281,111160743,Total,1989,25
5282,111160743,Total,1999,28
5283,111160743,Total,2009,8
5284,111160743,Total,2019,18
5285,111160743,Frutos frescos (excepto citrinos),1989,
5286,111160743,Frutos frescos (excepto citrinos),1999,
5287,111160743,Frutos frescos (excepto citrinos),2009,0
5288,111160743,Frutos frescos (excepto citrinos),2019,1
5289,111160743,Citrinos,1989,
5290,111160743,Citrinos,1999,0
5291,111160743,Citrinos,2009,0
5292,111160743,Citrinos,2019,0
5293,111160743,Frutos sub-tropicais,1989,
5294,111160743,Frutos sub-tropicais,1999,
5295,111160743,Frutos sub-tropicais,2009,
5296,111160743,Frutos sub-tropicais,2019,0
5297,111160743,Frutos de casca rija,1989,
5298,111160743,Frutos de casca rija,1999,0
5299,111160743,Frutos de casca rija,2009,1
5300,111160743,Frutos de casca rija,2019,1
5301,111160743,Olival,1989,1
5302,111160743,Olival,1999,1
5303,111160743,Olival,2009,2
5304,111160743,Olival,2019,2
5305,111160743,Vinha,1989,23
5306,111160743,Vinha,1999,27
5307,111160743,Vinha,2009,5
5308,111160743,Vinha,2019,14
5309,111160743,Outras culturas permanentes,1989,
5310,111160743,Outras culturas permanentes,1999,
5311,111160743,Outras culturas permanentes,2009,
5312,111160743,Outras culturas permanentes,2019,
5313,111160703,Total,1989,35
5314,111160703,Total,1999,42
5315,111160703,Total,2009,33
5316,111160703,Total,2019,44
5317,111160703,Frutos frescos (excepto citrinos),1989,1
5318,111160703,Frutos frescos (excepto citrinos),1999,
5319,111160703,Frutos frescos (excepto citrinos),2009,0
5320,111160703,Frutos frescos (excepto citrinos),2019,2
5321,111160703,Citrinos,1989,1
5322,111160703,Citrinos,1999,0
5323,111160703,Citrinos,2009,0
5324,111160703,Citrinos,2019,0
5325,111160703,Frutos sub-tropicais,1989,
5326,111160703,Frutos sub-tropicais,1999,
5327,111160703,Frutos sub-tropicais,2009,
5328,111160703,Frutos sub-tropicais,2019,0
5329,111160703,Frutos de casca rija,1989,
5330,111160703,Frutos de casca rija,1999,
5331,111160703,Frutos de casca rija,2009,2
5332,111160703,Frutos de casca rija,2019,4
5333,111160703,Olival,1989,3
5334,111160703,Olival,1999,1
5335,111160703,Olival,2009,6
5336,111160703,Olival,2019,2
5337,111160703,Vinha,1989,31
5338,111160703,Vinha,1999,40
5339,111160703,Vinha,2009,24
5340,111160703,Vinha,2019,36
5341,111160703,Outras culturas permanentes,1989,
5342,111160703,Outras culturas permanentes,1999,
5343,111160703,Outras culturas permanentes,2009,1
5344,111160703,Outras culturas permanentes,2019,
5345,111160745,Total,1989,18
5346,111160745,Total,1999,29
5347,111160745,Total,2009,21
5348,111160745,Total,2019,21
5349,111160745,Frutos frescos (excepto citrinos),1989,3
5350,111160745,Frutos frescos (excepto citrinos),1999,3
5351,111160745,Frutos frescos (excepto citrinos),2009,1
5352,111160745,Frutos frescos (excepto citrinos),2019,3
5353,111160745,Citrinos,1989,0
5354,111160745,Citrinos,1999,0
5355,111160745,Citrinos,2009,
5356,111160745,Citrinos,2019,1
5357,111160745,Frutos sub-tropicais,1989,3
5358,111160745,Frutos sub-tropicais,1999,3
5359,111160745,Frutos sub-tropicais,2009,4
5360,111160745,Frutos sub-tropicais,2019,3
5361,111160745,Frutos de casca rija,1989,
5362,111160745,Frutos de casca rija,1999,0
5363,111160745,Frutos de casca rija,2009,
5364,111160745,Frutos de casca rija,2019,1
5365,111160745,Olival,1989,1
5366,111160745,Olival,1999,1
5367,111160745,Olival,2009,1
5368,111160745,Olival,2019,1
5369,111160745,Vinha,1989,12
5370,111160745,Vinha,1999,22
5371,111160745,Vinha,2009,16
